"rules","support","confidence","lift","count"
"{NietWoningen_98} => {BijstandGerelateerdTotAOWLeeftijd_160}",1,1,1,372
"{BijstandGerelateerdTotAOWLeeftijd_160} => {GemiddeldeWoningwaarde_99}",1,1,1,372
"{GemiddeldeWoningwaarde_99} => {BijstandGerelateerdTotAOWLeeftijd_160}",1,1,1,372
"{BijstandGerelateerdTotAOWLeeftijd_160} => {GeregistreerdeMisdrijvenPer1000Inw_3}",1,1,1,372
"{GeregistreerdeMisdrijvenPer1000Inw_3} => {BijstandGerelateerdTotAOWLeeftijd_160}",1,1,1,372
"{Werkloosheid_159} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotDeAOWLeeftijd_157}",1,1,1,372
"{TotDeAOWLeeftijd_157} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {BFNijverheidEnEnergie_170}",1,1,1,372
"{BFNijverheidEnEnergie_170} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {PersonenautoS_200}",1,1,1,372
"{PersonenautoS_200} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotSchoolVmbo_222}",1,1,1,372
"{AfstandTotSchoolVmbo_222} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotSchoolHavoVwo_224}",1,1,1,372
"{AfstandTotSchoolHavoVwo_224} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotGroteSupermarkt_226}",1,1,1,372
"{AfstandTotGroteSupermarkt_226} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AantalGroteSupermarktenBinnen3Km_227}",1,1,1,372
"{AantalGroteSupermarktenBinnen3Km_227} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotRestaurant_228}",1,1,1,372
"{AfstandTotRestaurant_228} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AantalRestaurantsBinnen3Km_229}",1,1,1,372
"{AantalRestaurantsBinnen3Km_229} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotBibliotheek_230}",1,1,1,372
"{AfstandTotBibliotheek_230} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotBioscoop_231}",1,1,1,372
"{AfstandTotBioscoop_231} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotZwembad_233}",1,1,1,372
"{AfstandTotZwembad_233} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotOpritHoofdverkeersweg_236}",1,1,1,372
"{AfstandTotOpritHoofdverkeersweg_236} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotTreinstation_237}",1,1,1,372
"{AfstandTotTreinstation_237} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaleOppervlakte_247}",1,1,1,372
"{TotaleOppervlakte_247} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Land_248}",1,1,1,372
"{Land_248} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Omgevingsadressendichtheid_252}",1,1,1,372
"{Omgevingsadressendichtheid_252} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Wijken_310}",1,1,1,372
"{Wijken_310} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Buurten_311}",1,1,1,372
"{Buurten_311} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AantalBasisonderwijsscholenBinnen3Km_221}",1,1,1,372
"{AantalBasisonderwijsscholenBinnen3Km_221} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotSchoolBasisonderwijs_220}",1,1,1,372
"{AfstandTotSchoolBasisonderwijs_220} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {PersonenautoSRelatief_201}",1,1,1,372
"{PersonenautoSRelatief_201} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {PersonenautoSParticulieren_202}",1,1,1,372
"{PersonenautoSParticulieren_202} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {PersonenautoSParticulierenRelatief_203}",1,1,1,372
"{PersonenautoSParticulierenRelatief_203} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Bedrijfsmotorvoertuigen_204}",1,1,1,372
"{Bedrijfsmotorvoertuigen_204} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Motorfietsen_205}",1,1,1,372
"{Motorfietsen_205} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {MotorfietsenRelatief_206}",1,1,1,372
"{MotorfietsenRelatief_206} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoertuigenMetBromfietskenteken_207}",1,1,1,372
"{VoertuigenMetBromfietskenteken_207} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoertuigenMetBromfietskenteken_208}",1,1,1,372
"{VoertuigenMetBromfietskenteken_208} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaleWeglengte_209}",1,1,1,372
"{TotaleWeglengte_209} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GemeentelijkeEnWaterschapswegen_210}",1,1,1,372
"{GemeentelijkeEnWaterschapswegen_210} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotHuisartsenpraktijk_213}",1,1,1,372
"{AfstandTotHuisartsenpraktijk_213} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AantalHuisartsenpraktijkenBinnen3Km_214}",1,1,1,372
"{AantalHuisartsenpraktijkenBinnen3Km_214} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotHuisartsenpost_215}",1,1,1,372
"{AfstandTotHuisartsenpost_215} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotZiekenhuis_216}",1,1,1,372
"{AfstandTotZiekenhuis_216} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AfstandTotKinderdagverblijf_218}",1,1,1,372
"{AfstandTotKinderdagverblijf_218} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {AantalKinderdagverblijvenBinnen3Km_219}",1,1,1,372
"{AantalKinderdagverblijvenBinnen3Km_219} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Overdrachtsinkomen_143}",1,1,1,372
"{Overdrachtsinkomen_143} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {InkomenUitArbeid_141}",1,1,1,372
"{InkomenUitArbeid_141} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalParticuliereHuishoudens_140}",1,1,1,372
"{TotaalParticuliereHuishoudens_140} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Gehuwd_26}",1,1,1,372
"{Gehuwd_26} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Gescheiden_27}",1,1,1,372
"{Gescheiden_27} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Verweduwd_28}",1,1,1,372
"{Verweduwd_28} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Inwoners15JaarOfOuder_29}",1,1,1,372
"{Inwoners15JaarOfOuder_29} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Ongehuwd_30}",1,1,1,372
"{Ongehuwd_30} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Gehuwd_31}",1,1,1,372
"{Gehuwd_31} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Gescheiden_32}",1,1,1,372
"{Gescheiden_32} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Verweduwd_33}",1,1,1,372
"{Verweduwd_33} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {NederlandseAchtergrond_34}",1,1,1,372
"{NederlandseAchtergrond_34} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalMetMigratieachtergrond_35}",1,1,1,372
"{TotaalMetMigratieachtergrond_35} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {WesterseMigratieachtergrond_36}",1,1,1,372
"{WesterseMigratieachtergrond_36} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalNietWesterseMigratieachtergrond_37}",1,1,1,372
"{TotaalNietWesterseMigratieachtergrond_37} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoormaligeNederlandseAntillenAruba_39}",1,1,1,372
"{VoormaligeNederlandseAntillenAruba_39} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Suriname_40}",1,1,1,372
"{Suriname_40} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {OverigNietWesterseMigratieachtergrond_42}",1,1,1,372
"{OverigNietWesterseMigratieachtergrond_42} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {NederlandseAchtergrond_43}",1,1,1,372
"{NederlandseAchtergrond_43} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalMetMigratieachtergrond_44}",1,1,1,372
"{TotaalMetMigratieachtergrond_44} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {WesterseMigratieachtergrond_45}",1,1,1,372
"{WesterseMigratieachtergrond_45} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalNietWesterseMigratieachtergrond_46}",1,1,1,372
"{TotaalNietWesterseMigratieachtergrond_46} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {OverigNietWesterseMigratieachtergrond_51}",1,1,1,372
"{OverigNietWesterseMigratieachtergrond_51} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Bevolkingsdichtheid_57}",1,1,1,372
"{Bevolkingsdichtheid_57} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Geboorte_58}",1,1,1,372
"{Geboorte_58} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GeboorteRelatief_59}",1,1,1,372
"{GeboorteRelatief_59} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Sterfte_60}",1,1,1,372
"{Sterfte_60} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Ongehuwd_25}",1,1,1,372
"{Ongehuwd_25} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GrijzeDruk_24}",1,1,1,372
"{GrijzeDruk_24} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {number}",1,1,1,372
"{number} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaleBevolking_1}",1,1,1,372
"{TotaleBevolking_1} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Mannen_2}",1,1,1,372
"{Mannen_2} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Vrouwen_3}",1,1,1,372
"{Vrouwen_3} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {JongerDan5Jaar_4}",1,1,1,372
"{JongerDan5Jaar_4} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_5Tot10Jaar_5}",1,1,1,372
"{k_5Tot10Jaar_5} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_10Tot15Jaar_6}",1,1,1,372
"{k_10Tot15Jaar_6} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_15Tot20Jaar_7}",1,1,1,372
"{k_15Tot20Jaar_7} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_20Tot25Jaar_8}",1,1,1,372
"{k_20Tot25Jaar_8} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_25Tot45Jaar_9}",1,1,1,372
"{k_25Tot45Jaar_9} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_45Tot65Jaar_10}",1,1,1,372
"{k_45Tot65Jaar_10} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_65Tot80Jaar_11}",1,1,1,372
"{k_65Tot80Jaar_11} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_80JaarOfOuder_12}",1,1,1,372
"{k_80JaarOfOuder_12} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {JongerDan5Jaar_13}",1,1,1,372
"{JongerDan5Jaar_13} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_5Tot10Jaar_14}",1,1,1,372
"{k_5Tot10Jaar_14} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_10Tot15Jaar_15}",1,1,1,372
"{k_10Tot15Jaar_15} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_15Tot20Jaar_16}",1,1,1,372
"{k_15Tot20Jaar_16} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_20Tot25Jaar_17}",1,1,1,372
"{k_20Tot25Jaar_17} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_25Tot45Jaar_18}",1,1,1,372
"{k_25Tot45Jaar_18} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_45Tot65Jaar_19}",1,1,1,372
"{k_45Tot65Jaar_19} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_65Tot80Jaar_20}",1,1,1,372
"{k_65Tot80Jaar_20} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_80JaarOfOuder_21}",1,1,1,372
"{k_80JaarOfOuder_21} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaleDruk_22}",1,1,1,372
"{TotaleDruk_22} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GroeneDruk_23}",1,1,1,372
"{GroeneDruk_23} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {SterfteRelatief_61}",1,1,1,372
"{SterfteRelatief_61} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Nieuwvormingen_64}",1,1,1,372
"{Nieuwvormingen_64} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {ZiektenVanHartEnVaatstelsel_65}",1,1,1,372
"{ZiektenVanHartEnVaatstelsel_65} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {BeroepsopleidendeLeerweg_104}",1,1,1,372
"{BeroepsopleidendeLeerweg_104} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {BeroepsbegeleidendeLeerweg_105}",1,1,1,372
"{BeroepsbegeleidendeLeerweg_105} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HogerBeroepsonderwijs_106}",1,1,1,372
"{HogerBeroepsonderwijs_106} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {WetenschappelijkOnderwijs_107}",1,1,1,372
"{WetenschappelijkOnderwijs_107} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoortgezetOnderwijs_108}",1,1,1,372
"{VoortgezetOnderwijs_108} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {MiddelbaarBeroepsonderwijs_109}",1,1,1,372
"{MiddelbaarBeroepsonderwijs_109} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HogerBeroepsonderwijsBachelor_110}",1,1,1,372
"{HogerBeroepsonderwijsBachelor_110} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {WoMasterDoctoraal_111}",1,1,1,372
"{WoMasterDoctoraal_111} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalAantalBanen_112}",1,1,1,372
"{TotaalAantalBanen_112} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalPersonen_121}",1,1,1,372
"{TotaalPersonen_121} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Mannen_122}",1,1,1,372
"{Mannen_122} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Vrouwen_123}",1,1,1,372
"{Vrouwen_123} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_35Tot45Jaar_125}",1,1,1,372
"{k_35Tot45Jaar_125} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_45Tot55Jaar_126}",1,1,1,372
"{k_45Tot55Jaar_126} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {k_55Tot65Jaar_127}",1,1,1,372
"{k_55Tot65Jaar_127} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {NederlandseAchtergrond_128}",1,1,1,372
"{NederlandseAchtergrond_128} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HoofdkostwinnersZonderPartner_131}",1,1,1,372
"{HoofdkostwinnersZonderPartner_131} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HoofdkostwinnersMetPartner_132}",1,1,1,372
"{HoofdkostwinnersMetPartner_132} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {PartnersVanHoofdkostwinner_133}",1,1,1,372
"{PartnersVanHoofdkostwinner_133} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalActief_134}",1,1,1,372
"{TotaalActief_134} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {WerknemersParticulierBedrijf_135}",1,1,1,372
"{WerknemersParticulierBedrijf_135} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Zelfstandigen_137}",1,1,1,372
"{Zelfstandigen_137} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalNietActief_138}",1,1,1,372
"{TotaalNietActief_138} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Pensioenontvangers65JaarOfOuder_139}",1,1,1,372
"{Pensioenontvangers65JaarOfOuder_139} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoortgezetOnderwijs_103}",1,1,1,372
"{VoortgezetOnderwijs_103} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Basisonderwijs_100}",1,1,1,372
"{Basisonderwijs_100} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {ZiektenVanAdemhalingsstelsel_66}",1,1,1,372
"{ZiektenVanAdemhalingsstelsel_66} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {OverigeDoodsoorzaken_68}",1,1,1,372
"{OverigeDoodsoorzaken_68} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VestigingUitAndereGemeente_69}",1,1,1,372
"{VestigingUitAndereGemeente_69} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VertrekNaarAndereGemeente_70}",1,1,1,372
"{VertrekNaarAndereGemeente_70} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VerhuismobiliteitRelatief_73}",1,1,1,372
"{VerhuismobiliteitRelatief_73} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Immigratie_74}",1,1,1,372
"{Immigratie_74} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Emigratie_75}",1,1,1,372
"{Emigratie_75} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {InwonersOp31December_78}",1,1,1,372
"{InwonersOp31December_78} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GemiddeldAantalInwoners_81}",1,1,1,372
"{GemiddeldAantalInwoners_81} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {TotaalAantalParticuliereHuishoudens_82}",1,1,1,372
"{TotaalAantalParticuliereHuishoudens_82} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Eenpersoonshuishoudens_83}",1,1,1,372
"{Eenpersoonshuishoudens_83} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HuishoudensZonderKinderen_84}",1,1,1,372
"{HuishoudensZonderKinderen_84} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HuishoudensMetKinderen_85}",1,1,1,372
"{HuishoudensMetKinderen_85} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Eenpersoonshuishoudens_86}",1,1,1,372
"{Eenpersoonshuishoudens_86} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HuishoudensZonderKinderen_87}",1,1,1,372
"{HuishoudensZonderKinderen_87} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {HuishoudensMetKinderen_88}",1,1,1,372
"{HuishoudensMetKinderen_88} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GemiddeldeHuishoudensgrootte_89}",1,1,1,372
"{GemiddeldeHuishoudensgrootte_89} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {VoorraadOp1Januari_90}",1,1,1,372
"{VoorraadOp1Januari_90} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Woningdichtheid_93}",1,1,1,372
"{Woningdichtheid_93} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Koopwoningen_94}",1,1,1,372
"{Koopwoningen_94} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Huurwoningen_95}",1,1,1,372
"{Huurwoningen_95} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {Woningen_97}",1,1,1,372
"{Woningen_97} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {NietWoningen_98}",1,1,1,372
"{NietWoningen_98} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GemiddeldeWoningwaarde_99}",1,1,1,372
"{GemiddeldeWoningwaarde_99} => {Werkloosheid_159}",1,1,1,372
"{Werkloosheid_159} => {GeregistreerdeMisdrijvenPer1000Inw_3}",1,1,1,372
"{GeregistreerdeMisdrijvenPer1000Inw_3} => {Werkloosheid_159}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {TotDeAOWLeeftijd_157}",1,1,1,372
"{TotDeAOWLeeftijd_157} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {BFNijverheidEnEnergie_170}",1,1,1,372
"{BFNijverheidEnEnergie_170} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {PersonenautoS_200}",1,1,1,372
"{PersonenautoS_200} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotSchoolVmbo_222}",1,1,1,372
"{AfstandTotSchoolVmbo_222} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotSchoolHavoVwo_224}",1,1,1,372
"{AfstandTotSchoolHavoVwo_224} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotGroteSupermarkt_226}",1,1,1,372
"{AfstandTotGroteSupermarkt_226} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AantalGroteSupermarktenBinnen3Km_227}",1,1,1,372
"{AantalGroteSupermarktenBinnen3Km_227} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotRestaurant_228}",1,1,1,372
"{AfstandTotRestaurant_228} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AantalRestaurantsBinnen3Km_229}",1,1,1,372
"{AantalRestaurantsBinnen3Km_229} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotBibliotheek_230}",1,1,1,372
"{AfstandTotBibliotheek_230} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotBioscoop_231}",1,1,1,372
"{AfstandTotBioscoop_231} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotZwembad_233}",1,1,1,372
"{AfstandTotZwembad_233} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotOpritHoofdverkeersweg_236}",1,1,1,372
"{AfstandTotOpritHoofdverkeersweg_236} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotTreinstation_237}",1,1,1,372
"{AfstandTotTreinstation_237} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {TotaleOppervlakte_247}",1,1,1,372
"{TotaleOppervlakte_247} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Land_248}",1,1,1,372
"{Land_248} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Omgevingsadressendichtheid_252}",1,1,1,372
"{Omgevingsadressendichtheid_252} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Wijken_310}",1,1,1,372
"{Wijken_310} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Buurten_311}",1,1,1,372
"{Buurten_311} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AantalBasisonderwijsscholenBinnen3Km_221}",1,1,1,372
"{AantalBasisonderwijsscholenBinnen3Km_221} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {AfstandTotSchoolBasisonderwijs_220}",1,1,1,372
"{AfstandTotSchoolBasisonderwijs_220} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {PersonenautoSRelatief_201}",1,1,1,372
"{PersonenautoSRelatief_201} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {PersonenautoSParticulieren_202}",1,1,1,372
"{PersonenautoSParticulieren_202} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {PersonenautoSParticulierenRelatief_203}",1,1,1,372
"{PersonenautoSParticulierenRelatief_203} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Bedrijfsmotorvoertuigen_204}",1,1,1,372
"{Bedrijfsmotorvoertuigen_204} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {Motorfietsen_205}",1,1,1,372
"{Motorfietsen_205} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {MotorfietsenRelatief_206}",1,1,1,372
"{MotorfietsenRelatief_206} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {VoertuigenMetBromfietskenteken_207}",1,1,1,372
"{VoertuigenMetBromfietskenteken_207} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {VoertuigenMetBromfietskenteken_208}",1,1,1,372
"{VoertuigenMetBromfietskenteken_208} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {TotaleWeglengte_209}",1,1,1,372
"{TotaleWeglengte_209} => {VanafDeAOWLeeftijd_158}",1,1,1,372
"{VanafDeAOWLeeftijd_158} => {GemeentelijkeEnWaterschapswegen_210}",1,1,1,372
